                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    128,                0.60979,                0.55641,                 1.0044,                0.92439,                0.86283,                0.94824,                0.76442,                0.89951,                0.53864,                 1.0597,              0.0074854,              0.0074854,              0.0074854
                    129,                0.61688,                0.55632,                 1.0089,                0.86447,                0.89898,                0.93908,                0.76592,                0.84113,                0.54357,                 1.0221,              0.0074656,              0.0074656,              0.0074656
                    130,                0.59798,                0.55018,                0.99777,                0.90617,                0.86956,                0.93992,                0.75884,                  0.893,                0.56722,                 1.0386,              0.0074458,              0.0074458,              0.0074458
                    131,                0.59296,                0.53627,                 0.9994,                0.89596,                0.88382,                0.92461,                 0.7495,                0.85345,                0.54085,                 1.0368,               0.007426,               0.007426,               0.007426
                    132,                0.60236,                 0.5329,                0.99863,                0.88269,                0.83646,                0.93335,                0.76603,                 0.8569,                0.61442,                 1.0218,              0.0074062,              0.0074062,              0.0074062
                    133,                0.59973,                0.52613,                0.99704,                0.85193,                0.87413,                 0.9336,                0.76656,                0.81658,                0.57856,                 1.0173,              0.0073864,              0.0073864,              0.0073864
                    134,                0.59361,                0.52375,                0.99706,                0.89561,                0.87225,                0.94015,                0.77201,                0.81982,                0.59122,                 1.0148,              0.0073666,              0.0073666,              0.0073666
                    135,                0.59198,                0.53876,                0.99627,                0.90255,                0.86598,                0.93222,                0.76604,                0.82413,                 0.6028,                 1.0117,              0.0073468,              0.0073468,              0.0073468
                    136,                0.58804,                0.53844,                0.99144,                0.93166,                0.91543,                0.95464,                0.78638,                0.79387,                0.50439,                0.99647,               0.007327,               0.007327,               0.007327
                    137,                0.59379,                0.54013,                0.99712,                0.89726,                 0.8681,                 0.9365,                0.76056,                0.83688,                0.58314,                   1.03,              0.0073072,              0.0073072,              0.0073072
